age,household_income,gender,store_location,typical_queue_wait_time,distance_to_store,percent_self_service_checkout_uses,children,fruit_and_veg_items,meat_items,cupboard_items,frozen_items,toiletries_items,other_items,has_loyalty_card,brand_loyalty,typical_visit_time,typical_shopping_mission,brings_own_bag,average_time_in_store,typical_payment_method,satisfaction,Customer_Comment
75,39235,Male,Dereham,18,2.4,0.02,0,5,1,1,1,0,6,No,Medium,Afternoon,Top-up,Yes,74.7,Card,Very Low,"Very disappointing experience after work doing some bits for dinner. To be fair, fresh food quality was good. Popular items were missing. It needs serious improvement."
65,,Female,Fakenham,11.2,1.8,0.1,0,3,1,1,1,0,4,Yes,Medium,Afternoon,Top-up,No,54.7,Card,High,Pretty pleased with how it went at the weekend doing some bits for dinner. the fresh areas looked spotless and it was easy to get around. I’d happily shop here again.
75,54780,Female,Thetford,13.8,4.8,0.06,0,4,1,1,1,1,3,Yes,Medium,Evening,Top-up,No,97.1,Card,Low,"Left feeling underwhelmed this morning doing a few essentials. it was hard to get help, and several shelves were empty. The store felt understaffed."
59,28539,Male,Fakenham,12,1.5,0.25,0,12,3,16,7,4,1,Yes,Medium,Evening,Bulk shop,No,66.6,Card,High,"Pretty pleased with how it went on my way home doing a few essentials. I saved a bit with the promotions and everything I needed was in stock. Overall, a solid experience."
48,6997,Male,Norwich,8.1,1.4,0.42,2,4,8,31,11,3,1,Yes,Medium,Evening,Bulk shop,Yes,83.4,Card,High,
60,173606,Male,Wymondham,21.8,1.9,0.01,0,10,7,11,4,3,2,No,Medium,Evening,Bulk shop,No,76.5,Card,Very Low,
20,26257,Male,Dereham,7.7,1.4,0.6,0,5,1,3,2,1,1,Yes,Low,Morning,Top-up,Yes,58.7,Apple Pay,Very High,
20,7569,Female,Norwich,10.6,,0.65,0,3,2,1,2,1,1,Yes,Low,Evening,Top-up,Yes,89.5,Card,High,
29,27532,Male,Fakenham,6.8,1,0.55,1,6,1,6,1,1,3,Yes,Low,Evening,Top-up,Yes,70.5,Card,High,
41,72546,Female,Wymondham,9.7,4.4,0.15,0,15,6,5,5,0,1,No,High,Evening,Weekly shop,No,48.2,Card,Low,I wasn’t very impressed this time this afternoon doing just a couple of items. genuinelygetting out took longer than it should have. I expected more.
25,36292,Male,Dereham,13.2,0.9,0.44,1,3,4,12,4,6,2,No,High,Evening,Weekly shoop,Yes,43,Cash,Medium,"An average visit overall this afternoon doing just a couple of items. somewhatmy order wasn’t ready when I arrived, and payment was quick and easy."
20,24129,,Norwipch,9.8,,0.88,0,4,1,2,0,1,3,Yes,Medium,Evening,Top-up,Yes,62.2,Card,High,A good experience overall this morning doing some bits for dinner. reallystaff were friendly and there seemed to be enough staff around. The till staff were efficient. I’d happily shop here again.
31,54285,Female,Nrwich,8.3,,0.59,0,4,1,3,0,1,2,No,Medium,Morning,Top-up,Yes,39.9,Card,High,"Pretty pleased with how it went this morning doing a quick top-up shop. verya colleague helped me find what I needed, and the shop felt well looked after. Fresh food quality was good. Overall, a solid experience."
47,,Male,Fakenham,13.2,,0.31,1,10,3,2,2,0,3,No,High,Morning,Top-up,Yes,53.7,Cash,Low,"Left feeling underwhelmed after work doing a full weekly shop. especiallyloyalty pricing was confusing. To be fair, a colleague helped me find what i needed and the security barriers were annoying. I had to wait for an approval at self-checkout. Hope it’s better next time."
68,30808,,Thetford,10.9,1.9,0.11,0,8,5,3,3,4,3,No,High,Evening,Weekly shop,Yes,70.9,Cash,Medium,An average visit overall after work doing just a couple of items. in placesoffers were clearly labelled. It did the job.
51,123451,Female,Norwich,17.2,2.2,0.09,1,18,5,4,5,1,2,No,Medium,Afternoon,Weekly shop,No,52.3,Cash,Low,Left feeling underwhelmed today doing a quick top-up shop. everyone looked stretched. I expected more.
62,38244,Female,Wymondham,13.1,0.8,0.13,1,8,1,3,2,0,4,No,Medium,Afternoon,Top-up,Yes,58.4,Card,Very Low,Very disappointing experience at the weekend doing a quick top-up shop. it didn’t feel very clean and a couple of things I picked up were bruised. I’ll be shopping elsewhere next time.
31,30305,Male,Thetford,6,,0.69,2,8,7,27,4,11,0,Yes,Low,Evening,Bulk shop,Yes,73.8,Card,Very High,"Top-notch service today after work doing some bits for dinner. veryhelp was available when I needed it, and produce looked fresh. The receipt matched the shelf prices, and staff were friendly. Absolutely spot on."
72,21073,Male,Wymondham,12.9,0.8,0.02,0,7,1,2,1,1,1,No,Medium,Evening,Top-up,No,59.3,Cash,Medium,An average visit overall at the weekend doing a few essentials. in placeseveryone looked stretched and the store felt messy. Room to improve in places.
61,16272,Prefer not to say,Dereham,8,1.1,0.15,0,10,2,8,8,1,1,Yes,Medium,Evening,Weekly shop,No,42.8,,High,"Generally a positive visit on my way home doing a full weekly shop. pleasantlycustomer service was excellent and good availability across the aisles. There seemed to be enough staff around, and meat and veg looked excellent. Would recommend based on today."
57,19854,Male,Dereham,13,3.2,0.06,0,2,10,10,10,4,4,No,Medium,Afternoon,Bulk shop,Yes,81.1,Card,Medium,"It was fine, nothing special after work doing just a couple of items. somewhatI asked for help and felt brushed off."
75,104634,Female,Dereham,19.6,1.6,0.01,1,15,8,6,2,3,1,No,Medium,Morning,Weekly shop,No,60.2,Card,Low,"Left feeling underwhelmed this afternoon doing a quick top-up shop. it took ages to pay. I asked for help and felt brushed off, the fresh area looked untidy, and fresh food quality was disappointing. I expected more."
63,45626,Male,Wymondham,13.1,1.8,0.23,0,2,3,2,2,0,3,No,High,Evening,Top-up,No,59.5,Card,Very Low,
53,36664,Female,Wymondham,8.8,,0.16,1,4,2,11,6,3,3,No,Medium,Morning,Weekly shop,Yes,88.5,Card,Medium,
51,25286,Male,Norwich,6.3,1.1,0.54,1,8,1,3,1,2,3,Yes,Low,Morning,Top-up,Yes,66.9,Cash,High,"Pretty pleased with how it went this afternoon doing some bits for dinner. it felt safe and well organised. The offers were worthwhile, and bakery items were great. Would recommend based on today."
23,43363,Female,Thetford,10.6,2.1,0.49,1,8,3,11,13,5,2,Yes,Medium,Evening,Bulk shop,No,71.8,Card,Medium,
24,36700,Female,Norwich,13.8,3.2,0.5,0,8,9,6,2,2,1,Yes,High,Evening,Weekly shop,Yes,77.2,Cash,Low,Left feeling underwhelmed this afternoon doing just a couple of items. reallyparking was a hassle. Several shelves were empty.
32,38498,Female,Fakenham,10.8,2.9,0.45,0,22,4,2,5,1,4,Yes,High,Afternoon,Weekly shop,Yes,70.9,Card,Low,"A bit disappointing overall this afternoon doing a quick top-up shop. especiallyI asked for help and felt brushed off. A couple of things i picked up were bruised, and the machine rejected my card once. Could be improved."
69,35718,Male,Thetford,14.5,1.7,0.06,0,5,1,2,2,1,2,No,Medium,Evening,Top-up,Yes,88.5,Unknown,Medium,
22,22631,Male,Norwich,7.6,,0.85,0,7,1,2,1,1,1,Yes,Low,Afternoon,Top-up,Yes,69,Apple Pay,Very High,
20,61080,Female,Thetford,11.1,1.5,0.65,1,6,1,2,1,1,6,Yes,Medium,Morning,Top-up,Yes,51.3,Google Pay,Medium,
20,32327,Male,Norwih,11.5,1.6,0.39,0,15,5,5,4,0,2,No,Medium,Morning,Weekly shop,Yes,77.7,Cash,Low,Not the best visit this morning doing a quick top-up shop. quiteI couldn’t find the discounts advertised. The fresh area looked untidy. I expected more.
27,42948,Male,Norwich,17.9,2.2,0.26,1,6,5,3,2,1,1,No,Medium,Morning,Top-up,No,61.4,Google Pay,Low,"I wasn’t very impressed this time after work doing a full weekly shop. reallyseveral shelves were empty, and it was hard to find things. Offers weren’t clearly marked and the substitutions didn’t make sense. I expected more."
51,59897,Female,Fakenham,17.1,0.9,0.08,3,13,4,9,13,2,1,No,Medium,Evening,Weekly shop,No,73.1,Cash,Very Low,Very disappointing experience on my way home doing a quick top-up shop. the fruit and veg selection looked tired and I had to change my meal plan because things weren’t there. The security barriers were annoying. I’ll be shopping elsewhere next time.
27,28749,Male,Norwich,14.9,0.9,0.25,0,9,5,1,0,0,2,No,Low,Morning,Top-up,Yes,60.5,Cash,Very Low,"Very disappointing experience at the weekend doing a quick top-up shop. it didn’t feel very clean. The store felt understaffed, and the security barriers were annoying. It needs serious improvement."
75,64849,Male,Dereham,8.5,3,0.13,2,10,8,3,1,5,8,No,High,Morning,Weekly shop,No,76.2,Card,Low,"Left feeling underwhelmed at the weekend doing a few essentials. everyone looked stretched, and click & collect was delayed. Could be improved."
56,34125,Male,Norwich,13.2,2,0.1,0,6,2,9,4,7,1,Yes,Medium,Morning,Weekly shop,Yes,94.3,Cash,Medium,An average visit overall on my way home doing some bits for dinner. bakery items were great. It did the job.
26,19393,Male,Wymondham,12.8,,0.54,1,9,1,2,0,1,2,Yes,Low,Evening,Top-up,Yes,73.8,Apple Pay,High,
38,26188,Male,Wymondham,8.9,1.6,0.54,0,8,4,12,4,2,0,Yes,Medium,Morning,Weekly shop,Yes,57.5,Cash,High,"A good experience overall today doing a few essentials. the store was clean, and parking was easy. Good enough that I’ll come back."
23,46124,,Fakenham,9.1,2.4,0.57,0,4,0,2,1,0,2,No,Medium,Afternoon,Top-up,Yes,45.6,Apple Pay,Medium,"An average visit overall this afternoon doing some bits for dinner. the receipt matched the shelf prices, and loyalty pricing was confusing. It did the job."
75,43285,Other,Norwich,11.4,1.7,0.02,0,6,2,2,1,1,8,No,Medium,Evening,Top-up,Yes,85.5,Cash,Very Low,"Honestly, this was a frustrating shop after work doing a quick top-up shop. the machine rejected my card once and the security barriers were annoying. I’ll be shopping elsewhere next time."
61,39880,Prefer not to say,Dereham,15,3.5,0,0,6,3,4,3,2,7,No,High,Afternoon,Weekly shop,No,66.7,Cash,Low,"I wasn’t very impressed this time today doing some bits for dinner. prettyeveryone looked stretched, and getting out took longer than it should have. I expected more."
43,70089,Female,Fakenham,7.7,0.8,0.3,3,10,6,21,3,3,1,Yes,Low,Afternoon,Weekly shop,Yes,45.5,Google Pay,Very High,"Superb visit — very happy this morning doing some bits for dinner. parking was easy, and the store felt well staffed. Payment was quick and easy. I’d definitely recommend it."
68,20521,Female,Fakenham,11.2,0.9,0,0,8,4,14,13,2,0,Yes,High,Afternoon,Bulk shop,Yes,76.8,Card,Medium,
42,26656,Male,Norwich,3.9,1.3,0.61,1,9,4,10,2,2,2,Yes,Medium,Afternoon,Weekly shop,No,63.9,Card,Very High,Excellent experience after work doing a quick top-up shop. quiteoffers were clearly labelled. Bakery items were great. Absolutely spot on.
43,15888,Female,Norwich,5.9,,0.52,1,4,7,14,8,9,1,Yes,Low,Morning,Bulk shop,No,97.1,Unknown,Very High,Superb visit — very happy today doing a few essentials. quitethe shelves were well stocked and it felt safe and well organised. I found good deals without hunting. I’d definitely recommend it.
50,49604,Female,Norwich,13.1,,0.15,0,16,6,6,5,0,1,No,Medium,Afternoon,Weekly shop,Yes,98.3,Card,Low,A bit disappointing overall this afternoon doing a bigger shop than usual. popular items were missing. The store felt understaffed.
75,62002,Male,Dereham,11.2,2.2,0.14,0,7,6,8,2,0,2,No,High,Afternoon,Weekly shuop,Yes,68.5,Card,Low,
310,48902,Other,Fakenham,14.3,,0.47,0,6,1,2,0,0,2,No,High,Afternoon,Top-up,No,77.5,Google Pay,Low,Not the best visit this afternoon doing some bits for dinner. I asked for help and felt brushed off. Several shelves were empty. Hope it’s better next time.
20,28917,Female,Fakenham,8,2.5,0.6,0,9,4,5,3,2,5,Yes,Medium,Evening,Weekly shop,Yes,47.1,Card,Low,"Not the best visit this afternoon doing just a couple of items. genuinelyoffers were confusing. I had to wait for an approval at self-checkout, and access was awkward today."
52,47668,Male,Dereham,17.8,0.6,0.24,1,14,5,3,5,3,2,No,High,Morning,Weekly shop,No,95.3,Card,Low,Left feeling underwhelmed on my way home doing a full weekly shop. click & collect was delayed and offers weren’t clearly marked.
55,28392,Male,Norwich,6.8,,0.41,0,3,0,1,1,1,3,Yes,Medium,Morning,Top-up,Yes,68.8,Cash,Very High,"Excellent experience at the weekend doing a full weekly shop. I found good deals without hunting, and the store was clean. The till staff were efficient."
38,32568,Male,Wymondham,9.2,1.9,0.41,1,10,3,3,3,2,5,No,Medium,Morning,Weekly shop,No,58,Apple Pay,High,"I was happy with my visit after work doing just a couple of items. surprisinglygood availability across the aisles, and the store was clean. Overall, a solid experience."
54,4626815,Prefer not to say,Norwich,14.4,,0,1,11,7,6,6,1,0,No,High,Afternoon,Weekly shop,Yes,46.6,Card,Low,
46,21772,Male,Dereham,12.8,2,0.22,1,6,10,4,5,4,3,No,High,Afternoon,Weekly shop,No,83.5,Card,Low,Not the best visit this morning doing some bits for dinner. prettytoo many substitutions and I couldn’t find the discounts advertised. I expected more.
47,28393,Male,Thetford,16.6,2.2,0.09,0,9,3,18,6,5,3,No,High,Afternoon,Bulk shop,Yes,114.9,Cash,Very Low,Very disappointing experience today doing just a couple of items. quiteit was hard to find things. The fresh area looked untidy. I don’t plan to return soon.
20,82508,Male,Fakenham,11.5,,0.35,0,3,2,15,2,3,5,Yes,Medium,Morning,Weekly shop,Yes,79.6,Apple Pay,High,Pretty pleased with how it went on my way home doing a few essentials. verysignage made things easy to find. Would recommend based on today.
20,20075,Female,Thetford,12.8,,0.87,0,2,1,1,0,0,5,Yes,Medium,Morning,Top-up,No,77.4,Google Pay,Very High,Top-notch service today at the weekend doing a full weekly shop. pleasantlysignage made things easy to find. The store felt well staffed. This is why I keep coming back.
20,24661,Male,Fakenham,12.7,1.2,0.59,0,6,3,10,2,3,0,Yes,Low,Afternoon,Weekly shop,Yes,71.2,Google Pay,Medium,"It was fine, nothing special on my way home doing just a couple of items. fresh food quality was good. Fine for a quick shop."
25,22964,Male,Thetzford,18.5,,0.58,1,14,6,11,10,3,1,No,Medium,Morning,Bulk shop,Yes,60.9,Card,Low,"Not the best visit this morning doing a few essentials. To be fair, queues moved fast. The store felt understaffed, and several shelves were empty. It took ages to pay. Could be improved."
20,20928,Male,Dereham,10.7,1.9,0.36,0,5,1,1,3,1,3,No,High,Afternoon,Top-up,No,75.6,Card,Medium,A fairly standard shopping trip today doing a few essentials. the shelves were well stocked. The fruit and veg selection looked tired. Fine for a quick shop.
39,22467,Male,Wymondham,17.7,,0.58,0,4,1,1,2,1,2,No,Medium,Morning,Top-up,No,43.6,Card,Medium,
53,35456,Male,Thetford,13.5,2.1,0.11,1,8,2,6,8,2,1,No,Medium,Afternoon,Weekly shop,Yes,69.7,,Very Low,
20,30345,Female,Wymndham,7.8,0.9,0.69,0,8,1,11,4,1,0,No,Medium,Morning,Weekly shop,No,53.8,Unknown,Very High,Really great shop from start to finish this afternoon doing a full weekly shop. reallythe offers were worthwhile and the till staff were efficient. Keep it up — brilliant service.
52,11601,Female,Dereham,13.5,1.2,0.55,0,5,0,2,1,0,4,No,Medium,Afternoon,Top-up,Yes,40.7,Apple Pay,Very High,"Excellent experience after work doing a bigger shop than usual. I found good deals without hunting. It felt safe and well organised, and bakery items were great."
54,37712,Female,Dereham,12.3,1.3,0.06,3,20,15,9,16,4,0,No,High,Evening,Bulk shop,Yes,63.7,Card,Very Low,Not acceptable today today doing a full weekly shop. the service was abrupt and aisles were awkward to navigate. It needs serious improvement.
41,35318,Male,Dereham,9.8,1.2,0.49,3,9,15,16,7,11,3,Yes,Medium,Afternoon,Bulk shop,Yes,82.2,Apple Pay,High,
59,72728,Male,Fakenham,11.7,3.1,0.08,1,10,7,7,2,3,5,No,High,Evening,Weekly shop,Yes,104.7,Card,Very Low,"Honestly, this was a frustrating shop at the weekend doing a quick top-up shop. reallythe fresh area looked untidy and access was awkward today. Produce didn’t look fresh. Left feeling quite annoyed."
20,38470,Female,Wymondham,10.1,1.2,0.79,0,6,2,11,1,5,3,Yes,Low,Morning,Weekly shop,Yes,41.6,Cash,High,"I was happy with my visit after work doing a few essentials. genuinelymeat and veg looked excellent. Overall, a solid experience."
20,19079,Prefer not to say,Dereham,9.6,0.8,0.81,0,4,2,4,1,0,2,Yes,Medium,Morning,Top-up,Yes,28.1,Apple Pay,Very High,
48,12129,Non-binary,Thetford,8.3,0.9,0.53,1,12,3,7,3,4,3,Yes,Medium,Morning,Weekly shop,No,60.2,Cash,Very High,"Superb visit — very happy on my way home doing just a couple of items. reallypricing was competitive. Everything was where i expected it to be, and but, i couldn’t find the discounts advertised. Absolutely spot on."
30,57604,Female,Thetford,14.6,,0.47,1,35,3,8,13,2,1,Yes,Medium,Afternoon,Bulk shop,Yes,46.8,Cash,Low,"I wasn’t very impressed this time after work doing just a couple of items. especiallythe layout felt confusing, and the queue barely moved. Not sure I’ll rush back."
75,45456,Female,Fakenham,11,2.2,0.14,0,3,0,5,3,0,2,Yes,Low,Afternoon,Top-up,No,73.1,Card,High,"A good experience overall this morning doing just a couple of items. surprisinglythe entrance and exits felt well managed and That said, some items were near expiry. Collection was quick and well organised. Good enough that I’ll come back."
41,14740,Prefer not to say,Fakenham,15.2,1.1,0.33,1,7,1,3,1,0,4,Yes,Medium,Evening,Top-up,No,78.5,Apple Pay,Low,
75,37368,Male,Norwic,19.8,2.2,0.07,0,6,6,7,8,1,0,No,High,Evening,Weekly shop,No,86.3,Card,Very Low,"Honestly, this was a frustrating shop this afternoon doing a quick top-up shop. produce didn’t look fresh and the store felt understaffed."
